,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Bailando - Official Salsa Version,0.651,0.947,4,-1.387,0,0.0387,0.546,0,0.372,0.892,94.907,audio_features,2OGNgRsvLuSHTUUkrrgc0R,spotify:track:2OGNgRsvLuSHTUUkrrgc0R,https://api.spotify.com/v1/tracks/2OGNgRsvLuSHTUUkrrgc0R,https://api.spotify.com/v1/audio-analysis/2OGNgRsvLuSHTUUkrrgc0R,273853,4
Full power hero,0.506,0.902,3,-3.276,1,0.0633,0.1,0,0.0744,0.678,136.945,audio_features,25tYuWCY1x78jmQIUEVrk7,spotify:track:25tYuWCY1x78jmQIUEVrk7,https://api.spotify.com/v1/tracks/25tYuWCY1x78jmQIUEVrk7,https://api.spotify.com/v1/audio-analysis/25tYuWCY1x78jmQIUEVrk7,232573,4
"Core Pride (From ""Blue Exorcist"")",0.434,0.911,5,-3.248,1,0.0956,0.00288,0,0.104,0.331,92.025,audio_features,5udnyKLGk2cJwanPQThiNk,spotify:track:5udnyKLGk2cJwanPQThiNk,https://api.spotify.com/v1/tracks/5udnyKLGk2cJwanPQThiNk,https://api.spotify.com/v1/audio-analysis/5udnyKLGk2cJwanPQThiNk,259459,4
Lay You Down Easy (feat. Sean Paul),0.644,0.868,6,-5.301,1,0.0738,0.0476,0,0.28,0.947,89.971,audio_features,4FTOFgpECL4tlu8DljL0XM,spotify:track:4FTOFgpECL4tlu8DljL0XM,https://api.spotify.com/v1/tracks/4FTOFgpECL4tlu8DljL0XM,https://api.spotify.com/v1/audio-analysis/4FTOFgpECL4tlu8DljL0XM,163246,4
I Won't Let Go,0.557,0.406,4,-7.083,1,0.0278,0.742,0,0.113,0.222,131.96,audio_features,1T1C9VVQ1lb60WxWZx7KoG,spotify:track:1T1C9VVQ1lb60WxWZx7KoG,https://api.spotify.com/v1/tracks/1T1C9VVQ1lb60WxWZx7KoG,https://api.spotify.com/v1/audio-analysis/1T1C9VVQ1lb60WxWZx7KoG,227760,4
Saint Germain,0.791,0.37,11,-10.332,1,0.134,0.117,0.878,0.0982,0.699,169.93,audio_features,0L0r77dd3DVURcqGIKIZAw,spotify:track:0L0r77dd3DVURcqGIKIZAw,https://api.spotify.com/v1/tracks/0L0r77dd3DVURcqGIKIZAw,https://api.spotify.com/v1/audio-analysis/0L0r77dd3DVURcqGIKIZAw,217427,4
shower,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
time keeps moving,0.553,0.417,10,-7.232,0,0.451,0.778,0.322,0.261,0.622,75.16,audio_features,2f5wZ9ZS64HAVtssbFBRoF,spotify:track:2f5wZ9ZS64HAVtssbFBRoF,https://api.spotify.com/v1/tracks/2f5wZ9ZS64HAVtssbFBRoF,https://api.spotify.com/v1/audio-analysis/2f5wZ9ZS64HAVtssbFBRoF,66400,4
Goya no Machiawase (Noragami),0.263,0.983,11,-2.114,0,0.331,0.00105,1.95e-06,0.384,0.452,93.669,audio_features,5pLxuNdDDqiv5KbrsGrgpl,spotify:track:5pLxuNdDDqiv5KbrsGrgpl,https://api.spotify.com/v1/tracks/5pLxuNdDDqiv5KbrsGrgpl,https://api.spotify.com/v1/audio-analysis/5pLxuNdDDqiv5KbrsGrgpl,161746,4
Manifiesto delirista,0.62,0.785,0,-6.32,1,0.0328,0.374,1.03e-05,0.0932,0.395,110.032,audio_features,7A5yQ2gcJ3FA1wh5MNnibS,spotify:track:7A5yQ2gcJ3FA1wh5MNnibS,https://api.spotify.com/v1/tracks/7A5yQ2gcJ3FA1wh5MNnibS,https://api.spotify.com/v1/audio-analysis/7A5yQ2gcJ3FA1wh5MNnibS,333413,4
Algo más,0.565,0.642,5,-6.294,1,0.0515,0.449,0,0.701,0.433,149.731,audio_features,1L8RiMflaEtWqg6GtRQNAF,spotify:track:1L8RiMflaEtWqg6GtRQNAF,https://api.spotify.com/v1/tracks/1L8RiMflaEtWqg6GtRQNAF,https://api.spotify.com/v1/audio-analysis/1L8RiMflaEtWqg6GtRQNAF,266040,4
Monday Morning 5/1/2017,0.636,0.347,9,-13.146,0,0.0844,0.898,0.83,0.106,0.628,89.891,audio_features,0PfWOlVagagodEyMchjRh1,spotify:track:0PfWOlVagagodEyMchjRh1,https://api.spotify.com/v1/tracks/0PfWOlVagagodEyMchjRh1,https://api.spotify.com/v1/audio-analysis/0PfWOlVagagodEyMchjRh1,125269,4
Intuition,0.525,0.777,5,-3.352,1,0.454,0.179,0,0.161,0.692,99.599,audio_features,4612HMjlMxKcCjyLjJ1QuP,spotify:track:4612HMjlMxKcCjyLjJ1QuP,https://api.spotify.com/v1/tracks/4612HMjlMxKcCjyLjJ1QuP,https://api.spotify.com/v1/audio-analysis/4612HMjlMxKcCjyLjJ1QuP,246022,5
Mayor Que Yo 3,0.715,0.964,1,-3.176,0,0.162,0.0985,0,0.291,0.535,91.975,audio_features,4777sGsOdoM89vPH3CVoLe,spotify:track:4777sGsOdoM89vPH3CVoLe,https://api.spotify.com/v1/tracks/4777sGsOdoM89vPH3CVoLe,https://api.spotify.com/v1/audio-analysis/4777sGsOdoM89vPH3CVoLe,304747,4
I'm Saying Goodbye,0.664,0.257,9,-15.736,0,0.0529,0.982,0.9,0.117,0.0878,140.133,audio_features,3XaLUC49KhZHZr7GQHkZg4,spotify:track:3XaLUC49KhZHZr7GQHkZg4,https://api.spotify.com/v1/tracks/3XaLUC49KhZHZr7GQHkZg4,https://api.spotify.com/v1/audio-analysis/3XaLUC49KhZHZr7GQHkZg4,140591,4
MASAYUME CHASING,0.679,0.985,7,-2.36,0,0.0811,0.0558,2.08e-06,0.191,0.588,128.956,audio_features,3Hg898AnfapEcgRwa4PT9L,spotify:track:3Hg898AnfapEcgRwa4PT9L,https://api.spotify.com/v1/tracks/3Hg898AnfapEcgRwa4PT9L,https://api.spotify.com/v1/audio-analysis/3Hg898AnfapEcgRwa4PT9L,219173,4
Xompulse,0.44,0.000376,5,-25.701,0,0.064,0.994,0.968,0.12,0.162,129.514,audio_features,6avkn4fajNmtZBFI45F9LM,spotify:track:6avkn4fajNmtZBFI45F9LM,https://api.spotify.com/v1/tracks/6avkn4fajNmtZBFI45F9LM,https://api.spotify.com/v1/audio-analysis/6avkn4fajNmtZBFI45F9LM,193440,5
Drxzzl_,0.55,0.531,11,-7.094,1,0.239,0.766,0.589,0.381,0.328,71.454,audio_features,76Yal7OOUDF3iaqchERzMf,spotify:track:76Yal7OOUDF3iaqchERzMf,https://api.spotify.com/v1/tracks/76Yal7OOUDF3iaqchERzMf,https://api.spotify.com/v1/audio-analysis/76Yal7OOUDF3iaqchERzMf,152362,3
Praia,0.552,0.875,6,-4.649,1,0.231,0.0969,0,0.112,0.3,99.518,audio_features,2bLSgDW4uavL8Y0Em0DNgb,spotify:track:2bLSgDW4uavL8Y0Em0DNgb,https://api.spotify.com/v1/tracks/2bLSgDW4uavL8Y0Em0DNgb,https://api.spotify.com/v1/audio-analysis/2bLSgDW4uavL8Y0Em0DNgb,201990,4
Len Zo 97N10 Hi Kyosetsu Mahle,0.628,0.646,5,-11.991,1,0.034,0.455,0.878,0.162,0.168,113.25,audio_features,3ahfOaVHOAa6tLZazhPlFz,spotify:track:3ahfOaVHOAa6tLZazhPlFz,https://api.spotify.com/v1/tracks/3ahfOaVHOAa6tLZazhPlFz,https://api.spotify.com/v1/audio-analysis/3ahfOaVHOAa6tLZazhPlFz,134547,4
Solitude - Original Mix,0.695,0.585,7,-11.385,1,0.0343,0.655,0.221,0.337,0.18,118.011,audio_features,6HFbzFpmlYxwKS6HdjIZsG,spotify:track:6HFbzFpmlYxwKS6HdjIZsG,https://api.spotify.com/v1/tracks/6HFbzFpmlYxwKS6HdjIZsG,https://api.spotify.com/v1/audio-analysis/6HFbzFpmlYxwKS6HdjIZsG,330177,4
Jungle P (第326話〜372話 OP),0.588,0.937,6,-1.707,1,0.0797,0.0781,0,0.359,0.89,144.968,audio_features,7acjxFn1oZOn8QAv43DOcN,spotify:track:7acjxFn1oZOn8QAv43DOcN,https://api.spotify.com/v1/tracks/7acjxFn1oZOn8QAv43DOcN,https://api.spotify.com/v1/audio-analysis/7acjxFn1oZOn8QAv43DOcN,195310,4
"Te Amo, Te Extraño",0.711,0.594,2,-7.496,0,0.0382,0.045,3.8e-05,0.125,0.531,142.389,audio_features,0GHCgZdI5W324Byq24qJdF,spotify:track:0GHCgZdI5W324Byq24qJdF,https://api.spotify.com/v1/tracks/0GHCgZdI5W324Byq24qJdF,https://api.spotify.com/v1/audio-analysis/0GHCgZdI5W324Byq24qJdF,336640,4
"Hope (From ""One Piece"")",0.581,0.695,4,-4.234,0,0.0354,0.0566,0,0.46,0.103,139.912,audio_features,2uxLz3XcD9QaJA29esLxJN,spotify:track:2uxLz3XcD9QaJA29esLxJN,https://api.spotify.com/v1/tracks/2uxLz3XcD9QaJA29esLxJN,https://api.spotify.com/v1/audio-analysis/2uxLz3XcD9QaJA29esLxJN,153545,4
Opale,0.29,0.804,11,-4.684,1,0.0399,0.00247,0.8,0.252,0.164,107.036,audio_features,3d2hqdT3jSQkTeuC6Pn00Q,spotify:track:3d2hqdT3jSQkTeuC6Pn00Q,https://api.spotify.com/v1/tracks/3d2hqdT3jSQkTeuC6Pn00Q,https://api.spotify.com/v1/audio-analysis/3d2hqdT3jSQkTeuC6Pn00Q,296333,4
Emotional Crank,0.726,0.329,9,-10.583,1,0.0929,0.908,0.00943,0.36,0.346,148.102,audio_features,34c4wiTY2MQTyVWS2Nuz9u,spotify:track:34c4wiTY2MQTyVWS2Nuz9u,https://api.spotify.com/v1/tracks/34c4wiTY2MQTyVWS2Nuz9u,https://api.spotify.com/v1/audio-analysis/34c4wiTY2MQTyVWS2Nuz9u,74595,4
Autumn Leaves,0.394,0.799,6,-3.54,1,0.0914,0.0107,0,0.144,0.297,104.999,audio_features,0c2E2zcsp8EoWmfw8YQphH,spotify:track:0c2E2zcsp8EoWmfw8YQphH,https://api.spotify.com/v1/tracks/0c2E2zcsp8EoWmfw8YQphH,https://api.spotify.com/v1/audio-analysis/0c2E2zcsp8EoWmfw8YQphH,267151,4
Ella Me Persigue,0.795,0.799,0,-5.265,1,0.0398,0.222,0,0.0443,0.797,92.995,audio_features,5lKfxy2Lzs2yJWqHuWHUIq,spotify:track:5lKfxy2Lzs2yJWqHuWHUIq,https://api.spotify.com/v1/tracks/5lKfxy2Lzs2yJWqHuWHUIq,https://api.spotify.com/v1/audio-analysis/5lKfxy2Lzs2yJWqHuWHUIq,210773,4
Encantadora,0.757,0.621,0,-4.288,1,0.0716,0.136,0.000418,0.0474,0.727,110.815,audio_features,15gKM0h7lqe2vZsBAFA5L2,spotify:track:15gKM0h7lqe2vZsBAFA5L2,https://api.spotify.com/v1/tracks/15gKM0h7lqe2vZsBAFA5L2,https://api.spotify.com/v1/audio-analysis/15gKM0h7lqe2vZsBAFA5L2,144512,4
ウィーゴー! (第517話〜590話 OP),0.381,0.926,9,-3.735,0,0.069,0.00589,2.11e-05,0.0508,0.73,175.989,audio_features,5bt627r4ZuLHo7b6Uhg0GL,spotify:track:5bt627r4ZuLHo7b6Uhg0GL,https://api.spotify.com/v1/tracks/5bt627r4ZuLHo7b6Uhg0GL,https://api.spotify.com/v1/audio-analysis/5bt627r4ZuLHo7b6Uhg0GL,251932,4
Fallen,0.593,0.814,5,-3.109,0,0.14,0.163,0,0.0712,0.456,98.026,audio_features,5TrhX59kIv7StYRN8VqHXr,spotify:track:5TrhX59kIv7StYRN8VqHXr,https://api.spotify.com/v1/tracks/5TrhX59kIv7StYRN8VqHXr,https://api.spotify.com/v1/audio-analysis/5TrhX59kIv7StYRN8VqHXr,195213,4
"La Tierra del Olvido (feat. Fanny Lu, Fonseca, Maluma, Andrea Echeverri, Cholo Valderrama, Coral Group & Herencia de Timbiquí) - 2015",0.679,0.893,0,-5.915,1,0.0675,0.0235,0,0.169,0.699,102.037,audio_features,5BIQR6Ibumf2WHKlKOJKJY,spotify:track:5BIQR6Ibumf2WHKlKOJKJY,https://api.spotify.com/v1/tracks/5BIQR6Ibumf2WHKlKOJKJY,https://api.spotify.com/v1/audio-analysis/5BIQR6Ibumf2WHKlKOJKJY,320653,4
Cien,0.509,0.525,5,-14.696,1,0.0371,0.669,0.929,0.152,0.304,123.649,audio_features,0mxGT9ggu9Yv3FRqqpGi6P,spotify:track:0mxGT9ggu9Yv3FRqqpGi6P,https://api.spotify.com/v1/tracks/0mxGT9ggu9Yv3FRqqpGi6P,https://api.spotify.com/v1/audio-analysis/0mxGT9ggu9Yv3FRqqpGi6P,178543,3
the stars that shine upon us,0.79,0.31,4,-14.493,1,0.176,0.947,0.564,0.0966,0.682,146.14,audio_features,0X5q49jMBDgmTSFjsydNvY,spotify:track:0X5q49jMBDgmTSFjsydNvY,https://api.spotify.com/v1/tracks/0X5q49jMBDgmTSFjsydNvY,https://api.spotify.com/v1/audio-analysis/0X5q49jMBDgmTSFjsydNvY,134803,5
Lonely Molecule,0.444,0.145,8,-18.403,1,0.0304,0.815,0.896,0.0724,0.0552,100.119,audio_features,5pDZOftc3EvBBkJWfNXcNn,spotify:track:5pDZOftc3EvBBkJWfNXcNn,https://api.spotify.com/v1/tracks/5pDZOftc3EvBBkJWfNXcNn,https://api.spotify.com/v1/audio-analysis/5pDZOftc3EvBBkJWfNXcNn,207000,4
Sunlight,0.464,0.559,7,-4.209,0,0.0287,0.368,0.000176,0.106,0.368,115.349,audio_features,4zvvvHm0b5CBl37tocxm7n,spotify:track:4zvvvHm0b5CBl37tocxm7n,https://api.spotify.com/v1/tracks/4zvvvHm0b5CBl37tocxm7n,https://api.spotify.com/v1/audio-analysis/4zvvvHm0b5CBl37tocxm7n,257347,4
Sin documentos,0.387,0.972,7,-2.84,0,0.101,0.565,4.83e-06,0.0921,0.839,192.392,audio_features,0VD9b7IXBWM0lKGagkYOKu,spotify:track:0VD9b7IXBWM0lKGagkYOKu,https://api.spotify.com/v1/tracks/0VD9b7IXBWM0lKGagkYOKu,https://api.spotify.com/v1/audio-analysis/0VD9b7IXBWM0lKGagkYOKu,285093,4
Shut-Eye,0.673,0.447,9,-8.531,0,0.0274,0.422,0.000261,0.26,0.566,94.88,audio_features,6ZnPSPsjHmlKiBll2EVu1x,spotify:track:6ZnPSPsjHmlKiBll2EVu1x,https://api.spotify.com/v1/tracks/6ZnPSPsjHmlKiBll2EVu1x,https://api.spotify.com/v1/audio-analysis/6ZnPSPsjHmlKiBll2EVu1x,173227,4
Criminales,0.604,0.73,5,-7.697,0,0.0891,0.0745,0,0.102,0.807,126.261,audio_features,4l3BeSMDaVOgwnZQ151xA7,spotify:track:4l3BeSMDaVOgwnZQ151xA7,https://api.spotify.com/v1/tracks/4l3BeSMDaVOgwnZQ151xA7,https://api.spotify.com/v1/audio-analysis/4l3BeSMDaVOgwnZQ151xA7,187067,4
Peligroso,0.713,0.907,6,-4.132,0,0.0336,0.000468,0.00524,0.0846,0.739,135.055,audio_features,5lwPvoxq9H3eAawY4236zP,spotify:track:5lwPvoxq9H3eAawY4236zP,https://api.spotify.com/v1/tracks/5lwPvoxq9H3eAawY4236zP,https://api.spotify.com/v1/audio-analysis/5lwPvoxq9H3eAawY4236zP,216600,4
Magdalena - Remix,0.739,0.897,9,-5.783,0,0.0931,0.0292,0,0.155,0.662,98.001,audio_features,3CXQHZank4IhZpSymk1xJ8,spotify:track:3CXQHZank4IhZpSymk1xJ8,https://api.spotify.com/v1/tracks/3CXQHZank4IhZpSymk1xJ8,https://api.spotify.com/v1/audio-analysis/3CXQHZank4IhZpSymk1xJ8,236354,4
All Of It But Me,0.768,0.764,6,-5.41,0,0.0498,0.0112,1.99e-06,0.263,0.652,126.056,audio_features,02zMe1I1HtQ91O4tWhHJ0M,spotify:track:02zMe1I1HtQ91O4tWhHJ0M,https://api.spotify.com/v1/tracks/02zMe1I1HtQ91O4tWhHJ0M,https://api.spotify.com/v1/audio-analysis/02zMe1I1HtQ91O4tWhHJ0M,190027,4
Like I'm Gonna Lose You (feat. John Legend),0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,audio_features,2YlZnw2ikdb837oKMKjBkW,spotify:track:2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,225053,3
Eren the Hyou - Movie Ver.,0.214,0.648,9,-8.23,1,0.0356,0.0011,0.894,0.107,0.0822,145.994,audio_features,3lPvfms5mKZZ67FQiWg9j5,spotify:track:3lPvfms5mKZZ67FQiWg9j5,https://api.spotify.com/v1/tracks/3lPvfms5mKZZ67FQiWg9j5,https://api.spotify.com/v1/audio-analysis/3lPvfms5mKZZ67FQiWg9j5,384693,4
ayo,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,audio_features,0k6DnZMLoEUH8NGD5zh2SE,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/tracks/0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/audio-analysis/0k6DnZMLoEUH8NGD5zh2SE,225227,4
Running River,0.672,0.684,2,-6.084,1,0.0235,0.258,0,0.393,0.664,100.51,audio_features,0UdYkM8rQeOV9B8n65fsfN,spotify:track:0UdYkM8rQeOV9B8n65fsfN,https://api.spotify.com/v1/tracks/0UdYkM8rQeOV9B8n65fsfN,https://api.spotify.com/v1/audio-analysis/0UdYkM8rQeOV9B8n65fsfN,279613,4
Sleepwalk,0.444,0.412,0,-11.569,1,0.0465,0.895,0.64,0.145,0.351,184.012,audio_features,1u1PzGnsWKjAwSZ9Rg1kjD,spotify:track:1u1PzGnsWKjAwSZ9Rg1kjD,https://api.spotify.com/v1/tracks/1u1PzGnsWKjAwSZ9Rg1kjD,https://api.spotify.com/v1/audio-analysis/1u1PzGnsWKjAwSZ9Rg1kjD,151092,3
Llévame Contigo,0.813,0.694,7,-5.092,0,0.0319,0.602,1.37e-06,0.0919,0.92,119.079,audio_features,0uLwWjN1KFO678WNJcZDkw,spotify:track:0uLwWjN1KFO678WNJcZDkw,https://api.spotify.com/v1/tracks/0uLwWjN1KFO678WNJcZDkw,https://api.spotify.com/v1/audio-analysis/0uLwWjN1KFO678WNJcZDkw,226400,4
Over the Top! (One Piece),0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
Leave a Trace,0.417,0.697,2,-7.095,1,0.116,0.0181,0.00011,0.141,0.198,99.872,audio_features,6CjbLEPcubhGJAlAQAruvo,spotify:track:6CjbLEPcubhGJAlAQAruvo,https://api.spotify.com/v1/tracks/6CjbLEPcubhGJAlAQAruvo,https://api.spotify.com/v1/audio-analysis/6CjbLEPcubhGJAlAQAruvo,237483,4
Piérdeme el Respeto - En Vivo (Centro Cultural Roberto Cantoral),0.746,0.937,11,-3.106,0,0.0476,0.0115,3.75e-05,0.864,0.964,128.048,audio_features,7E5MuGQY8V706WhqKYxXLV,spotify:track:7E5MuGQY8V706WhqKYxXLV,https://api.spotify.com/v1/tracks/7E5MuGQY8V706WhqKYxXLV,https://api.spotify.com/v1/audio-analysis/7E5MuGQY8V706WhqKYxXLV,219160,4
Nuestra Canción (feat. Vicente García),0.906,0.731,6,-7.021,0,0.0986,0.426,4.43e-06,0.0853,0.794,106.995,audio_features,5sXk6DrIULH99SMmXxI7YZ,spotify:track:5sXk6DrIULH99SMmXxI7YZ,https://api.spotify.com/v1/tracks/5sXk6DrIULH99SMmXxI7YZ,https://api.spotify.com/v1/audio-analysis/5sXk6DrIULH99SMmXxI7YZ,260080,4
ロマンチシズム,0.598,0.878,10,-3.144,1,0.0634,0.0038,0,0.0468,0.901,125.529,audio_features,0JcI7OdALbpSFkyKoufRYs,spotify:track:0JcI7OdALbpSFkyKoufRYs,https://api.spotify.com/v1/tracks/0JcI7OdALbpSFkyKoufRYs,https://api.spotify.com/v1/audio-analysis/0JcI7OdALbpSFkyKoufRYs,213613,4
"Wait For Me (From ""Blade Runner"")",0.704,0.15,6,-20.235,0,0.0327,0.437,0.876,0.115,0.76,80.072,audio_features,7p3SKksviN0Q1RqY9xzaVm,spotify:track:7p3SKksviN0Q1RqY9xzaVm,https://api.spotify.com/v1/tracks/7p3SKksviN0Q1RqY9xzaVm,https://api.spotify.com/v1/audio-analysis/7p3SKksviN0Q1RqY9xzaVm,96526,4
Voyage,0.452,0.0256,5,-29.035,1,0.0325,0.926,0.875,0.0866,0.135,144.091,audio_features,2VZD4Jqb0vKeCNPbkqVxLL,spotify:track:2VZD4Jqb0vKeCNPbkqVxLL,https://api.spotify.com/v1/tracks/2VZD4Jqb0vKeCNPbkqVxLL,https://api.spotify.com/v1/audio-analysis/2VZD4Jqb0vKeCNPbkqVxLL,205000,4
Budapest,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.81,audio_features,7q0aQpiLv5tIsupcgQ3Ny4,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,https://api.spotify.com/v1/audio-analysis/7q0aQpiLv5tIsupcgQ3Ny4,200733,4
Patient,0.743,0.662,5,-6.108,0,0.179,0.565,0,0.128,0.552,89.975,audio_features,5DLTuH4A5VZB2HKpqHQR6t,spotify:track:5DLTuH4A5VZB2HKpqHQR6t,https://api.spotify.com/v1/tracks/5DLTuH4A5VZB2HKpqHQR6t,https://api.spotify.com/v1/audio-analysis/5DLTuH4A5VZB2HKpqHQR6t,194333,4
Dream Tea,0.784,0.384,4,-6.441,1,0.096,0.438,0,0.12,0.222,102.03,audio_features,2EKROPvHzQLvR7PTykU0r7,spotify:track:2EKROPvHzQLvR7PTykU0r7,https://api.spotify.com/v1/tracks/2EKROPvHzQLvR7PTykU0r7,https://api.spotify.com/v1/audio-analysis/2EKROPvHzQLvR7PTykU0r7,235240,4
Waiting,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,audio_features,5imShWWzwqfAJ9gXFpGAQh,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/audio-analysis/5imShWWzwqfAJ9gXFpGAQh,201173,4
Call of Silence,0.504,0.38,6,-11.826,0,0.037,0.642,0.857,0.0697,0.0535,123.911,audio_features,7k1HoUdskuBhyWvm7hPctM,spotify:track:7k1HoUdskuBhyWvm7hPctM,https://api.spotify.com/v1/tracks/7k1HoUdskuBhyWvm7hPctM,https://api.spotify.com/v1/audio-analysis/7k1HoUdskuBhyWvm7hPctM,178213,4
I Don't Sleep,0.774,0.352,6,-13.13,0,0.214,0.105,0.741,0.348,0.258,80.51,audio_features,0f0gfm6wHjhqrBMHBn9Ajr,spotify:track:0f0gfm6wHjhqrBMHBn9Ajr,https://api.spotify.com/v1/tracks/0f0gfm6wHjhqrBMHBn9Ajr,https://api.spotify.com/v1/audio-analysis/0f0gfm6wHjhqrBMHBn9Ajr,105143,4
Good vs. Evil,0.797,0.636,6,-7.794,1,0.475,0.192,0,0.137,0.807,87.791,audio_features,6BusfpwllRbOwsnMlYn0g0,spotify:track:6BusfpwllRbOwsnMlYn0g0,https://api.spotify.com/v1/tracks/6BusfpwllRbOwsnMlYn0g0,https://api.spotify.com/v1/audio-analysis/6BusfpwllRbOwsnMlYn0g0,212976,4
Hey You Beautiful,0.656,0.886,7,-3.95,0,0.0476,0.00807,0,0.424,0.888,125.011,audio_features,5pHRxAyXGo5rmqJ5bFNoby,spotify:track:5pHRxAyXGo5rmqJ5bFNoby,https://api.spotify.com/v1/tracks/5pHRxAyXGo5rmqJ5bFNoby,https://api.spotify.com/v1/audio-analysis/5pHRxAyXGo5rmqJ5bFNoby,186600,4
Laberintos,0.621,0.617,10,-4.819,1,0.111,0.249,0,0.102,0.427,73.213,audio_features,0nIMtjFwqqhJxk0cDljxHG,spotify:track:0nIMtjFwqqhJxk0cDljxHG,https://api.spotify.com/v1/tracks/0nIMtjFwqqhJxk0cDljxHG,https://api.spotify.com/v1/audio-analysis/0nIMtjFwqqhJxk0cDljxHG,255507,4
Me and U in a Winter Day,0.558,0.27,2,-9.613,1,0.227,0.757,0.431,0.122,0.356,76.431,audio_features,5hNjnwtaRgah02aenlpkrA,spotify:track:5hNjnwtaRgah02aenlpkrA,https://api.spotify.com/v1/tracks/5hNjnwtaRgah02aenlpkrA,https://api.spotify.com/v1/audio-analysis/5hNjnwtaRgah02aenlpkrA,64655,4
Tokyo Sunrise,0.413,0.702,1,-5.179,1,0.0315,0.069,3.06e-05,0.13,0.142,159.919,audio_features,1oOPzxeYO9Z8Y6QAwxnYDL,spotify:track:1oOPzxeYO9Z8Y6QAwxnYDL,https://api.spotify.com/v1/tracks/1oOPzxeYO9Z8Y6QAwxnYDL,https://api.spotify.com/v1/audio-analysis/1oOPzxeYO9Z8Y6QAwxnYDL,264227,4
sapphire,0.173,0.176,1,-20.322,1,0.0474,0.969,0.866,0.108,0.0423,118.131,audio_features,4MX7s8DZ4nIAWhtPzaUK41,spotify:track:4MX7s8DZ4nIAWhtPzaUK41,https://api.spotify.com/v1/tracks/4MX7s8DZ4nIAWhtPzaUK41,https://api.spotify.com/v1/audio-analysis/4MX7s8DZ4nIAWhtPzaUK41,260883,4
Yoru,0.701,0.486,8,-6.868,0,0.0677,0.488,0.856,0.116,0.238,86.029,audio_features,2GcHlqRkqpQOQAMrJ6XNcj,spotify:track:2GcHlqRkqpQOQAMrJ6XNcj,https://api.spotify.com/v1/tracks/2GcHlqRkqpQOQAMrJ6XNcj,https://api.spotify.com/v1/audio-analysis/2GcHlqRkqpQOQAMrJ6XNcj,129320,4
HP,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,audio_features,1LIqNVhaIgxXUt2eVoIQJ3,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,https://api.spotify.com/v1/tracks/1LIqNVhaIgxXUt2eVoIQJ3,https://api.spotify.com/v1/audio-analysis/1LIqNVhaIgxXUt2eVoIQJ3,184436,4
In a Week (feat. Karen Cowley),0.465,0.269,0,-12.14,1,0.0311,0.791,7.51e-06,0.139,0.184,131.391,audio_features,28jCwARf1gYfHtTHmJJNHQ,spotify:track:28jCwARf1gYfHtTHmJJNHQ,https://api.spotify.com/v1/tracks/28jCwARf1gYfHtTHmJJNHQ,https://api.spotify.com/v1/audio-analysis/28jCwARf1gYfHtTHmJJNHQ,318493,3
That's How You Know (feat. Kid Ink & Bebe Rexha),0.769,0.437,1,-6.406,1,0.0363,0.44,0,0.116,0.737,103.921,audio_features,3icbmPGKTsKAa0IinkizCM,spotify:track:3icbmPGKTsKAa0IinkizCM,https://api.spotify.com/v1/tracks/3icbmPGKTsKAa0IinkizCM,https://api.spotify.com/v1/audio-analysis/3icbmPGKTsKAa0IinkizCM,186443,4
